5,31,31
5,31,95
5,31,159
5,31,223
5,95,31
5,95,95
5,95,159
5,95,223
5,159,31
5,159,95
5,159,159
5,159,223
5,223,31
5,223,95
5,223,159
5,223,223
16,31,31
16,31,95
16,31,159
16,31,223
16,95,31
16,95,95
16,95,159
16,95,223
16,159,31
16,159,95
16,159,159
16,159,223
16,223,31
16,223,95
16,223,159
16,223,223
27,31,31
27,31,95
27,31,159
27,31,223
27,95,31
27,95,95
27,95,159
27,95,223
27,159,31
27,159,95
27,159,159
27,159,223
27,223,31
27,223,95
27,223,159
27,223,223
39,31,31
39,31,95
39,31,159
39,31,223
39,95,31
39,95,95
39,95,159
39,95,223
39,159,31
39,159,95
39,159,159
39,159,223
39,223,31
39,223,95
39,223,159
39,223,223
50,31,31
50,31,95
50,31,159
50,31,223
50,95,31
50,95,95
50,95,159
50,95,223
50,159,31
50,159,95
50,159,159
50,159,223
50,223,31
50,223,95
50,223,159
50,223,223
61,31,31
61,31,95
61,31,159
61,31,223
61,95,31
61,95,95
61,95,159
61,95,223
61,159,31
61,159,95
61,159,159
61,159,223
61,223,31
61,223,95
61,223,159
61,223,223
72,31,31
72,31,95
72,31,159
72,31,223
72,95,31
72,95,95
72,95,159
72,95,223
72,159,31
72,159,95
72,159,159
72,159,223
72,223,31
72,223,95
72,223,159
72,223,223
83,31,31
83,31,95
83,31,159
83,31,223
83,95,31
83,95,95
83,95,159
83,95,223
83,159,31
83,159,95
83,159,159
83,159,223
83,223,31
83,223,95
83,223,159
83,223,223
95,31,31
95,31,95
95,31,159
95,31,223
95,95,31
95,95,95
95,95,159
95,95,223
95,159,31
95,159,95
95,159,159
95,159,223
95,223,31
95,223,95
95,223,159
95,223,223
106,31,31
106,31,95
106,31,159
106,31,223
106,95,31
106,95,95
106,95,159
106,95,223
106,159,31
106,159,95
106,159,159
106,159,223
106,223,31
106,223,95
106,223,159
106,223,223
117,31,31
117,31,95
117,31,159
117,31,223
117,95,31
117,95,95
117,95,159
117,95,223
117,159,31
117,159,95
117,159,159
117,159,223
117,223,31
117,223,95
117,223,159
117,223,223
128,31,31
128,31,95
128,31,159
128,31,223
128,95,31
128,95,95
128,95,159
128,95,223
128,159,31
128,159,95
128,159,159
128,159,223
128,223,31
128,223,95
128,223,159
128,223,223
139,31,31
139,31,95
139,31,159
139,31,223
139,95,31
139,95,95
139,95,159
139,95,223
139,159,31
139,159,95
139,159,159
139,159,223
139,223,31
139,223,95
139,223,159
139,223,223
151,31,31
151,31,95
151,31,159
151,31,223
151,95,31
151,95,95
151,95,159
151,95,223
151,159,31
151,159,95
151,159,159
151,159,223
151,223,31
151,223,95
151,223,159
151,223,223
162,31,31
162,31,95
162,31,159
162,31,223
162,95,31
162,95,95
162,95,159
162,95,223
162,159,31
162,159,95
162,159,159
162,159,223
162,223,31
162,223,95
162,223,159
162,223,223
173,31,31
173,31,95
173,31,159
173,31,223
173,95,31
173,95,95
173,95,159
173,95,223
173,159,31
173,159,95
173,159,159
173,159,223
173,223,31
173,223,95
173,223,159
173,223,223
