(0, 0, 0),(5, 15, 31)
(0, 0, 31),(5, 15, 63)
(0, 0, 63),(5, 15, 95)
(0, 0, 95),(5, 15, 127)
(0, 0, 127),(5, 15, 159)
(0, 0, 159),(5, 15, 191)
(0, 0, 191),(5, 15, 223)
(0, 0, 223),(5, 15, 255)
(0, 15, 0),(5, 31, 31)
(0, 15, 31),(5, 31, 63)
(0, 15, 63),(5, 31, 95)
(0, 15, 95),(5, 31, 127)
(0, 15, 127),(5, 31, 159)
(0, 15, 159),(5, 31, 191)
(0, 15, 191),(5, 31, 223)
(0, 15, 223),(5, 31, 255)
(0, 31, 0),(5, 47, 31)
(0, 31, 31),(5, 47, 63)
(0, 31, 63),(5, 47, 95)
(0, 31, 95),(5, 47, 127)
(0, 31, 127),(5, 47, 159)
(0, 31, 159),(5, 47, 191)
(0, 31, 191),(5, 47, 223)
(0, 31, 223),(5, 47, 255)
(0, 47, 0),(5, 63, 31)
(0, 47, 31),(5, 63, 63)
(0, 47, 63),(5, 63, 95)
(0, 47, 95),(5, 63, 127)
(0, 47, 127),(5, 63, 159)
(0, 47, 159),(5, 63, 191)
(0, 47, 191),(5, 63, 223)
(0, 47, 223),(5, 63, 255)
(0, 63, 0),(5, 79, 31)
(0, 63, 31),(5, 79, 63)
(0, 63, 63),(5, 79, 95)
(0, 63, 95),(5, 79, 127)
(0, 63, 127),(5, 79, 159)
(0, 63, 159),(5, 79, 191)
(0, 63, 191),(5, 79, 223)
(0, 63, 223),(5, 79, 255)
(0, 79, 0),(5, 95, 31)
(0, 79, 31),(5, 95, 63)
(0, 79, 63),(5, 95, 95)
(0, 79, 95),(5, 95, 127)
(0, 79, 127),(5, 95, 159)
(0, 79, 159),(5, 95, 191)
(0, 79, 191),(5, 95, 223)
(0, 79, 223),(5, 95, 255)
(0, 95, 0),(5, 111, 31)
(0, 95, 31),(5, 111, 63)
(0, 95, 63),(5, 111, 95)
(0, 95, 95),(5, 111, 127)
(0, 95, 127),(5, 111, 159)
(0, 95, 159),(5, 111, 191)
(0, 95, 191),(5, 111, 223)
(0, 95, 223),(5, 111, 255)
(0, 111, 0),(5, 127, 31)
(0, 111, 31),(5, 127, 63)
(0, 111, 63),(5, 127, 95)
(0, 111, 95),(5, 127, 127)
(0, 111, 127),(5, 127, 159)
(0, 111, 159),(5, 127, 191)
(0, 111, 191),(5, 127, 223)
(0, 111, 223),(5, 127, 255)
(0, 127, 0),(5, 143, 31)
(0, 127, 31),(5, 143, 63)
(0, 127, 63),(5, 143, 95)
(0, 127, 95),(5, 143, 127)
(0, 127, 127),(5, 143, 159)
(0, 127, 159),(5, 143, 191)
(0, 127, 191),(5, 143, 223)
(0, 127, 223),(5, 143, 255)
(0, 143, 0),(5, 159, 31)
(0, 143, 31),(5, 159, 63)
(0, 143, 63),(5, 159, 95)
(0, 143, 95),(5, 159, 127)
(0, 143, 127),(5, 159, 159)
(0, 143, 159),(5, 159, 191)
(0, 143, 191),(5, 159, 223)
(0, 143, 223),(5, 159, 255)
(0, 159, 0),(5, 175, 31)
(0, 159, 31),(5, 175, 63)
(0, 159, 63),(5, 175, 95)
(0, 159, 95),(5, 175, 127)
(0, 159, 127),(5, 175, 159)
(0, 159, 159),(5, 175, 191)
(0, 159, 191),(5, 175, 223)
(0, 159, 223),(5, 175, 255)
(0, 175, 0),(5, 191, 31)
(0, 175, 31),(5, 191, 63)
(0, 175, 63),(5, 191, 95)
(0, 175, 95),(5, 191, 127)
(0, 175, 127),(5, 191, 159)
(0, 175, 159),(5, 191, 191)
(0, 175, 191),(5, 191, 223)
(0, 175, 223),(5, 191, 255)
(0, 191, 0),(5, 207, 31)
(0, 191, 31),(5, 207, 63)
(0, 191, 63),(5, 207, 95)
(0, 191, 95),(5, 207, 127)
(0, 191, 127),(5, 207, 159)
(0, 191, 159),(5, 207, 191)
(0, 191, 191),(5, 207, 223)
(0, 191, 223),(5, 207, 255)
(0, 207, 0),(5, 223, 31)
(0, 207, 31),(5, 223, 63)
(0, 207, 63),(5, 223, 95)
(0, 207, 95),(5, 223, 127)
(0, 207, 127),(5, 223, 159)
(0, 207, 159),(5, 223, 191)
(0, 207, 191),(5, 223, 223)
(0, 207, 223),(5, 223, 255)
(0, 223, 0),(5, 239, 31)
(0, 223, 31),(5, 239, 63)
(0, 223, 63),(5, 239, 95)
(0, 223, 95),(5, 239, 127)
(0, 223, 127),(5, 239, 159)
(0, 223, 159),(5, 239, 191)
(0, 223, 191),(5, 239, 223)
(0, 223, 223),(5, 239, 255)
(0, 239, 0),(5, 255, 31)
(0, 239, 31),(5, 255, 63)
(0, 239, 63),(5, 255, 95)
(0, 239, 95),(5, 255, 127)
(0, 239, 127),(5, 255, 159)
(0, 239, 159),(5, 255, 191)
(0, 239, 191),(5, 255, 223)
(0, 239, 223),(5, 255, 255)
(5, 0, 0),(11, 15, 31)
(5, 0, 31),(11, 15, 63)
(5, 0, 63),(11, 15, 95)
